Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Total Claim Amount,Vehicle Class
XB91559,Washington,M,College,5274.429281,44051,67,0,Personal Auto,321.6,Four-Door Car
LT80200,Oregon,F,High School or Below,2693.606981,0,74,0,Personal Auto,355.2,Four-Door Car
DJ71217,Washington,M,College,21561.71277,0,110,0,Personal Auto,792,SUV
PI79725,Oregon,F,Bachelor,2569.692441,79297,64,0,Corporate Auto,164.328953,Four-Door Car
YV23210,Oregon,M,High School or Below,7422.186246,23617,189,0,Personal Auto,907.2,Luxury Car
BP49831,Washington,F,Bachelor,2926.5223,23656,80,3,Corporate Auto,384,Four-Door Car
OF20965,Nevada,F,Bachelor,7284.363465,67780,92,0,Personal Auto,601.455036,Four-Door Car
RX25695,Arizona,M,Bachelor,22721.24078,26900,97,1,Personal Auto,465.6,Four-Door Car
IO14680,Oregon,M,Bachelor,8838.085637,82664,114,3,Corporate Auto,133.425609,SUV
WI52672,California,F,High School or Below,13576.143,94153,111,0,Corporate Auto,4.845348,SUV
YC45944,Arizona,M,College,3885.456401,0,105,0,Personal Auto,504,Four-Door Car
FV22585,Oregon,M,College,6960.920371,74487,88,0,Personal Auto,16.711329,Four-Door Car
HP27902,Arizona,F,Bachelor,23536.74767,33747,199,0,Corporate Auto,832.701335,Luxury Car
TP52309,California,M,High School or Below,13752.46705,0,131,1,Personal Auto,628.8,Sports Car
KU54022,Nevada,F,High School or Below,3323.856125,12762,86,0,Corporate Auto,412.8,Two-Door Car
FP67637,Nevada,M,Bachelor,5380.312218,93818,66,0,Personal Auto,248.405684,Four-Door Car
SO43919,California,M,Bachelor,14228.23432,31650,121,0,Personal Auto,580.8,SUV
LH85364,Oregon,F,High School or Below,26016.525,43922,83,0,Personal Auto,40.740297,Four-Door Car
AP95078,Oregon,M,Bachelor,7855.324623,37229,67,0,Personal Auto,321.6,Four-Door Car
JC16991,Arizona,F,Master,7423.899674,36639,62,0,Personal Auto,297.6,Four-Door Car
GG24674,California,F,High School or Below,2497.543631,15520,66,0,Personal Auto,316.8,Two-Door Car
IA11038,Oregon,F,College,8845.710917,77077,112,0,Personal Auto,528.047506,SUV
SA88518,Oregon,F,College,7737.265103,50296,65,1,Personal Auto,46.804,Two-Door Car
GO80206,Arizona,F,Bachelor,2433.214447,23737,62,1,Personal Auto,437.934279,Four-Door Car
GB71156,California,M,College,9156.322563,59624,117,0,Corporate Auto,582.781896,Four-Door Car
RU39880,California,F,Bachelor,11747.65373,58658,74,0,Personal Auto,355.2,Two-Door Car
ND77597,Oregon,M,Bachelor,11084.60844,25542,70,0,Personal Auto,448.374285,Four-Door Car
RB70060,California,M,High School or Below,7434.247572,51408,62,0,Personal Auto,297.6,Four-Door Car
BH68769,Oregon,M,Bachelor,6347.497519,42259,81,0,Personal Auto,529.502964,Two-Door Car
IO64256,Oregon,F,High School or Below,2736.944466,78889,68,0,Corporate Auto,51.822348,Two-Door Car
XU98055,Arizona,M,College,9546.81655,15406,124,0,Personal Auto,892.8,SUV
HP68848,Arizona,F,High School or Below,9165.721087,53792,115,1,Corporate Auto,552,Four-Door Car
AW84946,Arizona,M,Bachelor,4479.59882,36349,117,3,Personal Auto,326.787526,SUV
HE29300,California,M,College,38545.70689,41104,109,0,Corporate Auto,440.030847,SUV
XK99408,California,F,High School or Below,9177.953095,29098,115,0,Personal Auto,683.554301,SUV
RA38184,Arizona,F,Bachelor,3444.171166,0,93,0,Corporate Auto,7.991571,Four-Door Car
TN79733,Oregon,F,High School or Below,16468.22079,0,63,0,Personal Auto,685.12694,Four-Door Car
RU58277,California,F,Master,15485.80378,72026,191,0,Corporate Auto,554.926724,Luxury SUV
LI10567,Oregon,M,High School or Below,11700.6441,0,169,0,Personal Auto,1312.201307,Sports Car
JB29250,Oregon,F,High School or Below,7573.336505,87615,94,0,Personal Auto,451.2,Four-Door Car
VN57368,California,M,High School or Below,7091.740512,0,68,0,Corporate Auto,489.6,Four-Door Car
VT51874,Oregon,M,High School or Below,14862.76011,0,82,0,Personal Auto,393.6,Four-Door Car
BC48076,Washington,F,Master,7783.78421,48689,191,0,Personal Auto,985.193759,Luxury Car
DX91931,Washington,M,College,10242.4096,0,150,0,Personal Auto,1080,SUV
BP74289,Oregon,M,College,7281.247847,0,103,0,Personal Auto,494.4,SUV
PS77478,Arizona,M,College,6863.706694,0,110,1,Personal Auto,792,SUV
DA10870,Arizona,M,Bachelor,6289.799089,40675,81,2,Personal Auto,563.727058,Four-Door Car
TE60343,Oregon,M,High School or Below,4716.264294,25746,61,1,Corporate Auto,292.8,Four-Door Car
XJ40322,California,F,High School or Below,5294.28379,61687,67,0,Personal Auto,120.128737,Two-Door Car
HJ57617,Oregon,M,Bachelor,7685.402943,31686,101,2,Corporate Auto,710.661746,SUV
CD95333,California,M,Bachelor,5638.930838,20920,74,0,Personal Auto,14.784843,Two-Door Car
CW98743,California,F,College,2554.033928,22538,64,0,Personal Auto,423.787608,Four-Door Car
PA80607,Oregon,M,High School or Below,8096.312478,85483,67,0,Personal Auto,314.143133,Two-Door Car
YC87263,Oregon,F,Master,21312.37811,70734,175,0,Corporate Auto,1200.292827,SUV
EB52195,Oregon,F,College,7981.444703,40639,67,0,Personal Auto,301.60252,Four-Door Car
VF33776,Nevada,F,High School or Below,31269.27308,90289,99,3,Corporate Auto,164.496171,Four-Door Car
BP23267,California,F,Bachelor,73225.95652,39547,202,0,Personal Auto,969.6,Luxury SUV
OH80943,California,F,College,2659.70565,0,87,3,Special Auto,420.041981,Four-Door Car
OA46321,Oregon,M,College,15512.24997,54833,198,3,Corporate Auto,1396.702365,Luxury Car
CA22248,Oregon,F,Master,2505.42043,60546,63,0,Personal Auto,46.278027,Four-Door Car
LK40273,Oregon,M,College,4898.674401,33938,64,0,Personal Auto,63.709865,Four-Door Car
LI13735,Oregon,F,Bachelor,3113.338974,85586,77,0,Personal Auto,13.444132,Two-Door Car
LK35963,California,F,Bachelor,17019.0061,89601,70,0,Personal Auto,117.015463,Two-Door Car
YK36937,Washington,M,College,5791.012841,33799,74,1,Personal Auto,355.2,Four-Door Car
IY91183,Arizona,F,Master,3683.794027,0,100,1,Personal Auto,480,SUV
RA91280,Arizona,M,Doctor,3436.134281,30817,88,0,Personal Auto,91.834668,Four-Door Car
LA78882,California,M,Bachelor,6297.002886,0,189,1,Personal Auto,1823.730828,Luxury Car
RO26233,California,F,College,2464.707849,31056,63,0,Personal Auto,302.4,Four-Door Car
ZE79055,California,M,Bachelor,3075.594979,65017,81,4,Personal Auto,301.841073,Four-Door Car
OI92280,Oregon,F,College,8428.471635,12180,113,0,Corporate Auto,675.569113,SUV
UK62940,Oregon,M,College,2354.495752,0,64,0,Personal Auto,333.830572,Four-Door Car
PU41916,Oregon,M,College,22103.5072,0,102,0,Personal Auto,489.6,SUV
QU75179,California,M,Bachelor,7147.621865,87454,89,0,Personal Auto,60.921658,Four-Door Car
PB16956,Oregon,F,College,7842.377593,51001,99,1,Personal Auto,291.890464,Four-Door Car
JX60415,Arizona,F,Master,3554.845264,58557,88,0,Personal Auto,55.510526,Four-Door Car
CG39505,Oregon,M,Bachelor,7251.331956,18665,66,0,Personal Auto,583.278307,Four-Door Car
GD59850,Oregon,F,College,5316.606293,21299,69,0,Corporate Auto,331.2,Four-Door Car
ME37450,Arizona,M,Bachelor,5210.348372,89781,66,0,Special Auto,37.960537,Four-Door Car
EE24901,Arizona,M,Bachelor,2989.912494,0,83,0,Personal Auto,398.4,Two-Door Car
VY40793,Oregon,M,College,4270.034394,0,122,0,Personal Auto,725.870693,SUV
ZB54635,California,F,Bachelor,2524.646973,0,68,3,Personal Auto,386.977271,Two-Door Car
IF58637,California,F,High School or Below,2555.851671,22881,65,0,Personal Auto,312,Four-Door Car
RE95629,California,F,College,2320.516874,0,63,0,Personal Auto,453.6,Two-Door Car
XO67536,California,F,College,2563.394054,10860,66,0,Personal Auto,316.8,Four-Door Car
QY56887,Arizona,F,High School or Below,14208.50598,0,131,0,Corporate Auto,943.2,SUV
TB77524,Arizona,F,College,8048.371634,0,116,0,Personal Auto,1339.303486,SUV
WM14507,Nevada,F,High School or Below,7671.847478,62582,95,0,Personal Auto,456,Four-Door Car
XL90594,California,F,College,7584.361069,87473,95,0,Personal Auto,448.061777,Four-Door Car
CQ78705,Oregon,F,College,7145.29959,92681,91,3,Personal Auto,436.8,Four-Door Car
NY55083,Oregon,F,College,14083.97061,74916,62,4,Personal Auto,123.490337,Two-Door Car
NJ28041,Oregon,M,High School or Below,13055.57087,58684,162,0,Personal Auto,1166.4,SUV
CF62430,Nevada,F,Bachelor,9129.872774,70973,114,1,Personal Auto,547.2,SUV
SM54927,Washington,F,Bachelor,6739.664992,0,93,0,Personal Auto,13.073952,Four-Door Car
RV58659,Washington,F,College,4422.883059,21124,112,0,Corporate Auto,733.319294,SUV
UZ42802,Oregon,M,Bachelor,4526.606038,0,135,0,Personal Auto,1516.383753,Sports Car
KD63933,California,M,College,7048.384055,24030,194,0,Personal Auto,970.688934,Luxury SUV
EG54606,California,M,Bachelor,5218.97082,21371,66,0,Personal Auto,590.017366,Four-Door Car
OP73328,Arizona,F,High School or Below,5399.57618,71186,67,0,Personal Auto,29.984815,Two-Door Car
QG61936,California,M,Master,4516.811394,0,124,0,Corporate Auto,595.2,SUV
UU22643,Oregon,F,High School or Below,3600.934326,25147,101,0,Personal Auto,694.598288,SUV
MF65419,Oregon,M,Bachelor,3979.586552,0,116,0,Personal Auto,835.2,Sports Car
NT97069,Washington,M,Bachelor,2533.740057,53988,64,0,Personal Auto,206.82346,Two-Door Car
OC50447,Nevada,M,Bachelor,4966.767294,38055,64,1,Personal Auto,39.069987,Two-Door Car
FA39525,Oregon,M,High School or Below,4901.892602,72859,61,0,Personal Auto,49.961074,Two-Door Car
XW18691,Washington,M,Doctor,7751.927614,67787,194,0,Personal Auto,469.257835,SUV
UN98304,Oregon,M,High School or Below,6880.63389,0,66,0,Corporate Auto,475.2,Four-Door Car
ZW33889,California,F,Bachelor,2477.708203,44280,62,0,Corporate Auto,130.298883,Two-Door Car
MQ80538,Oregon,M,College,2727.735302,0,78,0,Personal Auto,374.4,Four-Door Car
HZ28612,Washington,F,College,5626.572446,59782,70,0,Personal Auto,336,Four-Door Car
ZQ35017,California,M,College,4650.063763,28215,65,0,Personal Auto,468,Two-Door Car
AE30506,California,F,Bachelor,2396.219292,0,66,2,Personal Auto,433.160284,Four-Door Car
LA16827,Arizona,M,Master,5432.862643,49919,134,0,Personal Auto,643.2,SUV
TB46243,Arizona,M,High School or Below,8693.649178,88294,108,0,Personal Auto,367.150034,SUV
GI14815,Washington,M,College,15759.62394,55800,66,0,Personal Auto,473.324671,Two-Door Car
LQ28707,Oregon,M,Bachelor,22658.53652,23665,67,0,Personal Auto,404.817249,Four-Door Car
LC27380,Oregon,F,High School or Below,5720.897922,32224,72,0,Personal Auto,19.281882,Four-Door Car
TJ32609,California,M,High School or Below,8925.632207,23860,114,1,Personal Auto,547.2,SUV
AU71562,Washington,F,High School or Below,2936.726182,27179,74,0,Personal Auto,355.2,Four-Door Car
JQ66292,Oregon,F,Master,2592.890469,35705,65,0,Personal Auto,312,Two-Door Car
BD66455,California,M,High School or Below,4920.77107,0,143,0,Personal Auto,1029.6,SUV
HS97484,California,F,College,32437.0535,0,99,0,Personal Auto,475.2,Four-Door Car
AB45325,Arizona,M,High School or Below,2577.319607,74215,64,0,Personal Auto,345.180055,Two-Door Car
ML93514,California,M,Bachelor,4737.841289,63977,118,0,Personal Auto,32.83059,Four-Door Car
EO56466,Oregon,M,College,24660.48825,22070,72,0,Special Auto,345.6,Four-Door Car
ZK52226,California,F,High School or Below,2499.411829,0,72,0,Corporate Auto,345.6,Two-Door Car
EK87467,Arizona,F,College,2722.210707,17576,71,0,Personal Auto,398.502948,Four-Door Car
QT24496,California,F,College,4083.560673,13483,107,0,Personal Auto,556.054702,SUV
NM44679,California,M,College,9783.628981,0,136,0,Personal Auto,979.2,SUV
SK47066,Washington,M,College,10492.97256,72297,87,2,Personal Auto,109.543927,Four-Door Car
YB39959,Oregon,M,Master,3237.996209,60244,83,3,Personal Auto,326.281835,Four-Door Car
OB97365,California,F,High School or Below,4045.341004,77237,102,0,Personal Auto,197.040115,Four-Door Car
HX53470,California,F,College,4711.845199,0,129,0,Corporate Auto,1178.950186,SUV
JA17689,Arizona,M,Bachelor,2416.479564,0,68,0,Personal Auto,436.411688,Two-Door Car
CJ63667,Oregon,F,Master,31803.30779,25663,114,0,Corporate Auto,663.131089,Sports Car
GI70759,California,M,Bachelor,4818.635094,0,71,0,Personal Auto,511.2,Four-Door Car
LT24477,California,M,High School or Below,8605.495006,47589,109,1,Personal Auto,110.529874,SUV
LQ45358,Nevada,M,Bachelor,4035.769432,0,112,0,Personal Auto,537.6,Four-Door Car
WY58284,California,M,Bachelor,8622.835375,97361,73,0,Personal Auto,350.4,Four-Door Car
YD53564,California,F,College,5553.801956,26441,71,0,Personal Auto,152.216871,Two-Door Car
NI66988,Oregon,F,High School or Below,24868.24096,0,128,0,Personal Auto,715.951352,SUV
LW25030,Arizona,F,Bachelor,5046.892442,29957,65,0,Corporate Auto,312,Four-Door Car
KX47545,Oregon,M,High School or Below,8031.706693,40082,69,0,Personal Auto,331.2,Four-Door Car
XB27698,Oregon,M,Bachelor,8622.835375,97361,73,0,Personal Auto,350.4,Four-Door Car
BX45636,California,F,High School or Below,9161.655119,91763,113,0,Special Auto,441.992043,SUV
IS85460,California,F,High School or Below,5956.545724,48993,74,0,Personal Auto,810.461707,Two-Door Car
EG36536,Arizona,M,Bachelor,8496.063681,24031,109,0,Personal Auto,523.2,Sports Car
UZ95992,California,F,Bachelor,4376.363592,63774,111,0,Personal Auto,60.036683,Four-Door Car
QL20148,Oregon,M,College,22332.43946,49078,97,0,Personal Auto,484.013411,Four-Door Car
SV51174,Oregon,M,Master,20631.15177,28935,87,0,Personal Auto,119.630789,Two-Door Car
WP10197,Nevada,M,High School or Below,3933.813993,25927,103,0,Personal Auto,674.973614,SUV
VV81837,Oregon,M,High School or Below,4928.648668,52507,123,0,Personal Auto,590.4,SUV
GT41712,California,F,Bachelor,5414.320958,0,74,0,Personal Auto,78.581528,Four-Door Car
VL59942,Arizona,F,Bachelor,10571.5377,94137,65,0,Personal Auto,43.579327,Four-Door Car
LH53046,Nevada,F,High School or Below,5439.3601,69186,69,0,Personal Auto,192.591072,Four-Door Car
OG36837,Arizona,F,Doctor,7648.25947,91071,94,2,Personal Auto,402.74168,Four-Door Car
VO30155,Nevada,M,High School or Below,5421.537952,85447,71,2,Corporate Auto,509.997312,Four-Door Car
WW19050,Oregon,M,High School or Below,5714.246379,0,79,0,Personal Auto,50.447629,Two-Door Car
UY85263,Nevada,F,Bachelor,11255.46343,88858,93,0,Personal Auto,310.36774,Four-Door Car
CS30372,Oregon,M,Bachelor,5420.339434,21881,69,0,Corporate Auto,133.099001,Four-Door Car
TQ85537,Washington,M,College,2980.464566,72669,74,0,Personal Auto,332.76894,Four-Door Car
PE72696,California,M,College,10892.90825,68025,91,0,Personal Auto,436.8,Four-Door Car
UV89077,Oregon,F,College,11638.89947,25370,102,0,Personal Auto,489.6,Sports Car
EI29901,Arizona,M,Bachelor,7295.42703,26849,62,0,Personal Auto,38.309313,Four-Door Car
FD16853,Arizona,F,High School or Below,5373.724065,0,72,0,Personal Auto,427.265172,Four-Door Car
FH81409,California,M,High School or Below,8152.244431,0,79,0,Personal Auto,568.8,Four-Door Car
ZF64287,California,M,High School or Below,13081.3077,89948,110,1,Special Auto,125.017501,Sports Car
NT82538,Oregon,F,Bachelor,4496.977642,0,63,0,Personal Auto,419.610914,Two-Door Car
HA56608,California,M,College,13727.79972,0,126,0,Special Auto,604.8,SUV
JZ61712,Nevada,M,Bachelor,3359.239423,97576,83,1,Personal Auto,544.712653,Two-Door Car
SH55598,Arizona,F,High School or Below,3703.437656,23120,93,0,Personal Auto,446.4,Four-Door Car
TM43177,Oregon,F,High School or Below,3105.35094,97234,78,0,Personal Auto,317.982567,Four-Door Car
WR90490,Nevada,M,High School or Below,4893.979609,25572,65,0,Personal Auto,312,Four-Door Car
WV57524,Oregon,F,College,10208.92761,35482,129,0,Personal Auto,619.2,SUV
LK73001,California,M,College,8954.434101,34614,114,0,Personal Auto,547.2,Four-Door Car
JQ29969,Oregon,F,Bachelor,4236.468669,59038,105,0,Personal Auto,588.265049,Two-Door Car
GS50147,Oregon,M,High School or Below,5234.780561,0,73,0,Personal Auto,794.874636,Two-Door Car
NB10500,California,F,Bachelor,3939.00637,60021,99,0,Personal Auto,882.871945,Four-Door Car
NM77735,Oregon,F,Bachelor,8396.605358,47593,72,0,Personal Auto,344.137073,Four-Door Car
CG36206,California,M,Bachelor,2141.979314,0,67,1,Personal Auto,321.6,Four-Door Car
UZ80048,Oregon,M,College,6185.9699,28001,83,0,Personal Auto,438.778537,Two-Door Car
UM15297,California,F,Bachelor,9640.532979,30431,122,0,Corporate Auto,133.4674,SUV
DW11738,California,M,Master,4241.636538,19834,64,4,Personal Auto,460.8,Four-Door Car
YK92080,California,F,College,3436.448003,30509,88,0,Personal Auto,442.964578,Four-Door Car
TO39943,Washington,F,High School or Below,4897.979559,30503,63,3,Corporate Auto,257.923563,Two-Door Car
JV29414,Oregon,M,Doctor,17788.05705,73339,89,0,Personal Auto,17.558721,Four-Door Car
JQ22359,Oregon,F,College,3268.323585,0,93,0,Personal Auto,549.101027,Two-Door Car
VW84170,Washington,F,High School or Below,2819.114769,88067,70,0,Personal Auto,336,Four-Door Car
DA84476,Oregon,M,College,7019.177186,26806,63,0,Corporate Auto,302.4,Four-Door Car
TV34024,Oregon,M,High School or Below,4108.257228,0,114,0,Personal Auto,820.8,SUV
UO32521,California,F,High School or Below,2195.911185,0,63,0,Corporate Auto,617.201984,Two-Door Car
GR90142,Oregon,F,College,3808.122147,94903,94,0,Personal Auto,451.2,Two-Door Car
ZS73935,Washington,F,High School or Below,23435.72605,42862,65,0,Personal Auto,254.223496,Four-Door Car
XH71839,Oregon,M,High School or Below,6739.316292,0,96,0,Personal Auto,1012.030163,Four-Door Car
CM48429,California,M,High School or Below,23554.392,31157,100,0,Personal Auto,444.530425,SUV
FS56709,California,M,Doctor,2874.074736,44084,72,0,Personal Auto,243.598068,Four-Door Car
IJ52285,Arizona,F,Master,6135.083838,43579,77,0,Personal Auto,452.095421,Two-Door Car
UF36172,Oregon,F,High School or Below,6900.951275,0,92,0,Personal Auto,428.064465,Two-Door Car
LQ71247,Arizona,F,High School or Below,4524.642758,0,65,2,Personal Auto,490.113784,Four-Door Car
KB25170,Washington,F,Doctor,2560.082499,88059,63,0,Personal Auto,144.551024,Four-Door Car
EY19523,Washington,M,Bachelor,2333.609334,25772,64,0,Personal Auto,307.2,Four-Door Car
CY30418,Washington,M,College,5783.175676,72354,73,0,Personal Auto,13.949992,Four-Door Car
XP92021,Oregon,F,High School or Below,13295.60284,68009,110,0,Personal Auto,528,SUV
MQ64736,Washington,F,Bachelor,3700.420255,12287,99,0,Personal Auto,712.8,Four-Door Car
MT67399,Nevada,F,Bachelor,6488.89559,95025,81,0,Personal Auto,271.968707,Four-Door Car
HG81172,Arizona,F,College,7693.119768,54665,97,1,Personal Auto,99.810799,Four-Door Car
DB34757,Arizona,M,College,2630.213326,80129,66,0,Personal Auto,165.243007,Four-Door Car
AM79057,Oregon,F,Bachelor,2287.91729,69024,61,5,Personal Auto,238.530745,Four-Door Car
HJ21793,Oregon,F,Bachelor,4648.539191,0,121,0,Personal Auto,1080.559002,SUV
QH61060,Arizona,F,High School or Below,9209.41167,31365,115,0,Special Auto,828,SUV
UR40795,Oregon,M,High School or Below,9269.677845,27849,119,0,Personal Auto,571.2,Sports Car
KR88393,California,F,High School or Below,15002.60308,19245,84,1,Personal Auto,604.8,Four-Door Car
YK65946,Oregon,F,Bachelor,8427.172486,46503,215,1,Personal Auto,1032,Luxury SUV
FD21881,Oregon,M,College,3011.766294,77912,76,0,Personal Auto,444.027215,Two-Door Car
CG60089,Washington,M,Bachelor,12898.59142,37449,111,1,Personal Auto,170.559281,Four-Door Car
AS48176,Oregon,M,Bachelor,12168.74492,14973,115,0,Personal Auto,828,SUV
MY55142,Washington,M,College,5551.589436,46043,70,0,Personal Auto,336,Four-Door Car
SN94425,Oregon,F,High School or Below,4541.26342,0,65,2,Special Auto,312,Four-Door Car
DY69629,Oregon,F,College,3096.511217,21604,79,0,Corporate Auto,379.2,Four-Door Car
UI73553,Nevada,F,Bachelor,2359.423599,19864,63,0,Personal Auto,352.394515,Four-Door Car
CW63533,California,M,Bachelor,2468.443101,65876,63,1,Personal Auto,44.359382,Two-Door Car
EY71418,Oregon,F,Bachelor,25640.24004,24695,168,0,Corporate Auto,806.4,SUV
SK47162,Oregon,M,Bachelor,3567.503755,0,102,0,Personal Auto,660.430456,SUV
VK43303,Oregon,M,Bachelor,6019.92547,68658,77,0,Personal Auto,296.261405,Two-Door Car
SB60942,Arizona,M,College,7258.634662,88082,61,1,Personal Auto,218.779614,Two-Door Car
SX29898,California,F,Bachelor,9111.75642,54751,114,0,Personal Auto,721.241935,SUV
ER29107,Oregon,M,High School or Below,6369.262355,34498,83,0,Personal Auto,398.4,Two-Door Car
QV13947,Oregon,M,College,4425.749642,63597,114,2,Personal Auto,183.978738,SUV
UO54511,California,F,High School or Below,4950.250892,27400,63,1,Personal Auto,302.4,Four-Door Car
AD18174,California,F,High School or Below,4837.926404,0,65,0,Personal Auto,468,Four-Door Car
HB48518,Nevada,M,College,3891.537785,31409,100,0,Corporate Auto,116.163,SUV
LC12930,California,M,Master,4872.01638,0,64,0,Personal Auto,307.2,Four-Door Car
ZQ22116,Arizona,F,High School or Below,5310.905647,73102,66,0,Corporate Auto,117.928547,Four-Door Car
XB35510,California,M,Bachelor,8704.278179,38072,113,1,Personal Auto,151.055863,SUV
CV78865,Arizona,M,High School or Below,2698.010741,95399,68,1,Personal Auto,78.003781,Two-Door Car
WF75492,Oregon,M,High School or Below,8360.14874,48521,105,0,Personal Auto,263.82569,Sports Car
WH41844,Oregon,F,Bachelor,5316.644499,45856,67,0,Personal Auto,91.735354,Two-Door Car
TU47984,Arizona,F,College,3733.034622,21542,97,0,Personal Auto,465.6,Four-Door Car
IO73222,Washington,F,Bachelor,5407.745153,22555,70,0,Personal Auto,336,Two-Door Car
NJ21108,Oregon,F,Bachelor,5297.673655,33832,67,1,Corporate Auto,321.6,Four-Door Car
OH91173,California,M,College,3873.647046,28142,105,0,Personal Auto,701.708239,Sports Car
FT24768,California,M,Bachelor,6508.759916,60188,84,3,Personal Auto,333.423827,Four-Door Car
OM92482,Arizona,M,Bachelor,4834.397455,11698,65,0,Personal Auto,468,Four-Door Car
IZ47097,Arizona,F,Master,2927.216278,76850,72,0,Personal Auto,345.6,Four-Door Car
KQ49890,Oregon,M,High School or Below,5924.667902,78387,74,0,Corporate Auto,204.090644,Four-Door Car
XB15703,California,M,Bachelor,15262.95878,80757,128,0,Personal Auto,339.73717,SUV
GR31499,Oregon,F,Master,2541.627614,23692,65,2,Personal Auto,312,Two-Door Car
No59551,California,F,College,4904.894731,12902,139,0,Personal Auto,667.2,Sports Car
KV17233,Arizona,F,Bachelor,2434.004911,23033,62,0,Personal Auto,500.908028,Two-Door Car
OD75777,Oregon,F,College,5586.965345,19280,72,0,Personal Auto,345.6,Four-Door Car
LD68165,Arizona,F,High School or Below,26197.41498,18495,113,0,Corporate Auto,542.4,SUV
YO14199,Oregon,M,High School or Below,2609.877842,30825,68,0,Personal Auto,326.4,Four-Door Car
RR49534,Oregon,F,Bachelor,3265.156348,25820,82,0,Personal Auto,393.6,Four-Door Car
WL69218,Oregon,F,Bachelor,17435.68167,54105,73,2,Personal Auto,350.4,Two-Door Car
JF38079,California,M,High School or Below,9080.604474,69853,114,2,Personal Auto,244.278662,SUV
GY64553,California,M,Bachelor,4637.034667,97017,115,1,Personal Auto,534.079032,Two-Door Car
CT11176,California,F,Bachelor,2615.304467,24914,66,0,Personal Auto,138.729702,Four-Door Car
WU95334,California,M,College,7019.177186,26806,63,0,Personal Auto,302.4,Four-Door Car
BK43823,Oregon,F,High School or Below,12052.98409,25419,101,0,Personal Auto,584.567645,Four-Door Car
LK90215,Oregon,M,College,2647.519741,37876,69,0,Personal Auto,300.056383,Four-Door Car
XH72888,Arizona,M,High School or Below,15956.02945,36354,202,0,Corporate Auto,1454.4,Luxury SUV
MY89889,Nevada,F,Bachelor,5039.389325,0,74,0,Personal Auto,355.2,Four-Door Car
CY33307,California,F,College,5583.830065,32403,71,0,Corporate Auto,97.410282,Four-Door Car
BC51708,California,M,High School or Below,5074.841142,51659,64,0,Personal Auto,307.2,Four-Door Car
JX78176,California,F,Bachelor,12045.67286,55805,99,0,Personal Auto,425.527151,Four-Door Car
GP20237,Nevada,F,Bachelor,2727.082424,29286,69,1,Personal Auto,496.8,Four-Door Car
OY68395,Oregon,F,High School or Below,55277.44589,40740,198,0,Personal Auto,950.4,Luxury SUV
GN18675,California,M,Bachelor,5080.23973,70784,64,0,Special Auto,107.928851,Four-Door Car
EQ75249,Arizona,F,College,5838.133617,55419,72,0,Personal Auto,171.166733,Four-Door Car
JV40853,California,F,High School or Below,27666.30052,61886,87,0,Personal Auto,417.6,Two-Door Car
OZ47099,Arizona,M,Master,2676.948677,0,71,0,Corporate Auto,340.8,Four-Door Car
RB16360,Oregon,M,High School or Below,5330.593183,84240,132,0,Personal Auto,633.6,SUV
JK26373,California,M,High School or Below,6305.925101,0,65,2,Personal Auto,468,Two-Door Car
GM88979,Oregon,F,College,4746.759537,54050,119,0,Personal Auto,571.2,Two-Door Car
XM57550,Washington,F,College,3423.973171,29958,90,0,Personal Auto,432,Four-Door Car
SD94067,California,F,Master,6610.048274,23616,83,0,Special Auto,229.620398,Two-Door Car
OY96856,Oregon,M,Bachelor,8044.872393,71391,67,0,Personal Auto,284.000172,Four-Door Car
FL76894,Washington,M,High School or Below,4314.174392,33488,110,0,Personal Auto,316.876671,SUV
XH72278,Arizona,M,High School or Below,6715.294284,0,92,0,Personal Auto,441.6,Two-Door Car
YV49293,Arizona,F,College,17646.72772,36900,61,3,Corporate Auto,109.291516,Two-Door Car
QV83172,Nevada,M,High School or Below,41855.17315,28311,134,0,Personal Auto,643.2,SUV
LU18867,Oregon,M,High School or Below,6620.444259,25075,86,0,Personal Auto,412.8,Four-Door Car
CZ25193,Arizona,M,Bachelor,4078.290374,57031,104,1,Personal Auto,13.810251,Four-Door Car
VE87035,Oregon,M,Bachelor,8382.478392,25998,71,0,Personal Auto,791.878042,Four-Door Car
VY27019,Oregon,F,College,4807.002259,0,69,0,Personal Auto,496.8,Four-Door Car
GP22382,Oregon,F,College,4858.116042,21685,127,0,Corporate Auto,609.6,Sports Car
FG15154,California,M,Bachelor,7240.662339,32818,93,0,Personal Auto,446.4,Four-Door Car
NK34682,Oregon,M,Bachelor,2736.53263,39492,68,0,Corporate Auto,326.4,Four-Door Car
YQ98465,California,F,High School or Below,26197.41498,18495,113,0,Personal Auto,542.4,SUV
TY86306,California,F,College,2336.286633,21564,61,0,Corporate Auto,49.014822,Two-Door Car
CN19138,Arizona,F,Bachelor,2254.931708,0,65,0,Corporate Auto,312,Four-Door Car
LO14518,California,M,Bachelor,6376.754915,27835,81,0,Personal Auto,529.45565,Two-Door Car
No73257,Nevada,F,Bachelor,2941.828805,64431,74,0,Personal Auto,48.181699,Four-Door Car
RE80124,Arizona,F,College,6199.962422,0,84,0,Personal Auto,604.8,Two-Door Car
WU50951,Washington,F,Bachelor,6846.150323,0,95,0,Personal Auto,456,Two-Door Car
EV66951,Nevada,M,Master,14032.59376,0,191,1,Corporate Auto,916.8,Luxury Car
